km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_brand,car_age,price
60.0,Diesel,Individual,Manual,Second_Owner,21.27,1.396,88.76,5.0,International,7,4.59999
18.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,5,3.1
80.0,Diesel,Individual,Manual,First_Owner,22.95,1.248,74.0,5.0,Domestic,2,7.75
96.0,Petrol,Individual,Manual,>Two_Owners,19.7,0.796,46.3,5.0,Domestic,16,1.05
97.0,Diesel,Individual,Manual,Second_Owner,25.8,1.498,98.6,5.0,International,5,4.3
210.0,Diesel,Individual,Manual,>Two_Owners,21.9,1.396,88.76,5.0,International,7,3.6
60.0,Diesel,Individual,Manual,>Two_Owners,20.5,1.598,105.0,5.0,International,8,4.0
90.0,Diesel,Individual,Manual,First_Owner,23.4,1.248,74.0,5.0,Domestic,6,6.0
35.0,Petrol,Individual,Manual,First_Owner,17.5,1.199,88.7,5.0,International,1,5.8
120.0,Diesel,Individual,Manual,Second_Owner,21.03,1.461,65.0,5.0,Domestic,8,1.4
100.0,Diesel,Individual,Manual,First_Owner,19.61,1.405,70.0,5.0,Domestic,12,2.1
20.0,Petrol,Individual,Manual,First_Owner,18.9,1.197,82.0,5.0,International,3,5.5
110.0,Petrol,Individual,Manual,Second_Owner,18.2,1.199,84.8,5.0,International,7,1.2
35.0,Diesel,Individual,Manual,First_Owner,12.99,2.494,100.6,7.0,International,7,4.0
15.0,Diesel,Individual,Manual,First_Owner,25.5,1.498,98.6,5.0,International,2,10.35
90.0,Diesel,Individual,Manual,First_Owner,26.21,1.248,88.5,5.0,Domestic,5,6.25
40.0,Petrol,Individual,Manual,First_Owner,20.36,1.197,78.9,5.0,International,12,2.0
140.0,Diesel,Individual,Manual,First_Owner,21.02,1.248,88.76,5.0,Domestic,7,3.16
110.0,Diesel,Individual,Manual,First_Owner,24.3,1.248,88.5,5.0,Domestic,3,8.13
55.0,Diesel,Individual,Automatic,First_Owner,11.36,2.755,171.5,7.0,International,4,15.75
73.0,Diesel,Individual,Manual,First_Owner,12.99,2.494,100.0,8.0,International,7,9.0
100.0,Diesel,Individual,Manual,First_Owner,20.77,1.248,88.76,7.0,Domestic,5,6.5
32.0,Diesel,Individual,Manual,Second_Owner,25.83,1.498,99.0,5.0,International,5,4.59999
112.072,Diesel,Individual,Manual,First_Owner,21.64,1.461,84.8,5.0,International,8,2.9
30.0,Diesel,Individual,Manual,First_Owner,20.0,1.399,68.05,5.0,International,6,4.0
70.0,Diesel,Individual,Manual,Second_Owner,25.2,1.248,74.0,5.0,Domestic,4,5.65
80.0,Petrol,Individual,Manual,Second_Owner,18.0,0.995,62.0,5.0,International,11,1.5
110.0,Diesel,Individual,Automatic,>Two_Owners,16.07,1.995,181.0,5.0,International,13,4.8
80.0,Petrol,Individual,Manual,Second_Owner,18.2,1.061,64.0,5.0,Domestic,13,0.7
80.0,Petrol,Individual,Manual,Second_Owner,18.2,1.061,64.0,5.0,Domestic,13,0.7
80.0,Petrol,Individual,Automatic,Second_Owner,10.93,2.497,204.0,5.0,International,9,11.9
19.0,Diesel,Individual,Manual,First_Owner,23.0,1.498,98.96,5.0,International,2,9.0
40.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,5,6.0
52.269,Diesel,Individual,Manual,First_Owner,15.4,2.179,120.0,7.0,Domestic,5,11.0
170.0,LPG,Individual,Manual,Second_Owner,10.9,0.796,32.8,5.0,Domestic,10,1.2
60.0,Petrol,Individual,Manual,>Two_Owners,18.5,1.197,80.0,5.0,International,11,2.29999
15.78,Petrol,Individual,Manual,First_Owner,17.8,1.198,86.7,5.0,International,3,5.7
106.0,Diesel,Individual,Manual,First_Owner,22.32,1.582,126.32,5.0,International,6,5.75
80.0,Diesel,Individual,Manual,>Two_Owners,20.54,1.598,103.6,5.0,International,8,2.8
74.0,Diesel,Individual,Manual,Second_Owner,21.19,1.396,88.73,5.0,International,5,5.8
35.0,Diesel,Individual,Manual,Second_Owner,25.47,1.248,88.5,7.0,Domestic,2,8.75
70.0,Diesel,Individual,Manual,>Two_Owners,22.32,1.582,126.32,5.0,International,7,5.0
60.0,Diesel,Individual,Manual,First_Owner,26.21,1.248,88.5,5.0,Domestic,5,7.0
50.0,Petrol,Individual,Manual,Second_Owner,18.16,1.196,86.8,5.0,International,4,3.88
80.0,Petrol,Individual,Manual,Second_Owner,20.36,1.197,78.9,5.0,International,9,2.25
90.0,Petrol,Individual,Manual,Second_Owner,15.64,1.193,64.08,5.0,Domestic,9,0.9
114.0,Diesel,Individual,Manual,First_Owner,19.01,1.461,108.45,5.0,International,6,6.0
100.0,Petrol,Individual,Manual,First_Owner,18.5,1.197,80.0,5.0,International,11,2.35
100.0,Diesel,Individual,Manual,Second_Owner,23.0,1.396,90.0,5.0,International,9,3.5
80.0,Petrol,Individual,Manual,Second_Owner,20.36,1.197,78.9,5.0,International,9,2.35
35.0,Petrol,Individual,Manual,First_Owner,19.7,0.796,46.3,5.0,Domestic,10,1.9
79.0,Diesel,Individual,Manual,First_Owner,21.12,1.248,88.8,5.0,Domestic,9,3.25
2360.457,Petrol,Individual,Manual,Second_Owner,18.6,1.197,81.83,5.0,International,13,5.5
120.0,Diesel,Individual,Manual,>Two_Owners,20.54,1.598,103.6,5.0,International,9,3.0
10.0,Petrol,Individual,Manual,First_Owner,20.3,1.199,84.0,5.0,Domestic,3,5.5
150.0,Diesel,Individual,Manual,Second_Owner,15.1,2.179,140.0,7.0,Domestic,7,7.2
110.0,Petrol,Individual,Manual,First_Owner,18.06,1.198,75.0,5.0,International,9,1.1
10.0,Petrol,Individual,Manual,First_Owner,24.7,0.796,47.3,5.0,Domestic,2,3.1
70.0,LPG,Individual,Manual,Second_Owner,26.2,0.998,58.2,5.0,Domestic,10,1.5
46.0,Diesel,Individual,Manual,First_Owner,19.4,1.405,70.0,5.0,Domestic,8,2.6
120.0,Petrol,Individual,Manual,>Two_Owners,13.2,1.495,94.0,5.0,International,18,0.55
108.8,Diesel,Individual,Manual,>Two_Owners,22.9,1.248,74.0,5.0,Domestic,7,4.5
70.0,Petrol,Individual,Manual,Second_Owner,20.36,1.197,78.9,5.0,International,11,1.99
35.0,Diesel,Individual,Manual,First_Owner,15.4,2.523,75.0,7.0,Domestic,2,10.0
72.0,Diesel,Individual,Manual,First_Owner,20.0,1.399,68.0,5.0,International,9,2.4
40.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,2,3.5
120.0,Diesel,Individual,Manual,>Two_Owners,15.96,2.523,62.1,7.0,Domestic,6,5.3
35.0,Petrol,Individual,Manual,First_Owner,18.0,0.995,62.0,5.0,International,9,1.5
12.5,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.86,5.0,International,1,6.25
80.0,Petrol,Individual,Manual,First_Owner,18.9,1.197,82.0,5.0,International,6,3.78
210.0,Petrol,Individual,Manual,Second_Owner,25.17,0.799,53.3,5.0,International,5,2.1
100.0,Diesel,Individual,Manual,Second_Owner,28.4,1.248,74.02,5.0,Domestic,2,7.0
110.0,Petrol,Individual,Manual,Second_Owner,17.92,1.086,62.1,5.0,International,9,1.56
103.0,Diesel,Individual,Manual,First_Owner,16.5,1.493,70.0,7.0,Domestic,4,7.0
577.414,Petrol,Individual,Manual,Second_Owner,18.9,1.061,67.0,5.0,Domestic,10,1.94
100.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,14,1.2
45.0,Petrol,Individual,Automatic,First_Owner,15.5,1.198,86.7,5.0,International,5,4.15
45.0,Petrol,Individual,Automatic,First_Owner,15.5,1.198,86.7,5.0,International,5,4.5
40.0,Petrol,Individual,Manual,>Two_Owners,19.4,1.198,86.8,5.0,International,6,3.25
200.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,62.1,9.0,Domestic,6,5.25
100.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,3,2.65
120.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,35.0,8.0,Domestic,12,1.0
9.0,Diesel,Dealer,Automatic,First_Owner,13.6,1.999,177.0,5.0,International,3,27.11
20.0,Petrol,Dealer,Automatic,First_Owner,22.37,2.487,214.56,5.0,International,1,51.5
45.0,Diesel,Dealer,Automatic,First_Owner,19.33,1.999,177.0,5.0,International,3,32.0
110.0,Diesel,Individual,Manual,First_Owner,14.1,2.179,147.94,7.0,Domestic,5,5.03
20.0,Diesel,Individual,Automatic,First_Owner,18.0,1.969,190.0,5.0,International,1,38.0
68.089,Petrol,Dealer,Automatic,First_Owner,19.16,2.494,157.7,5.0,International,4,20.0
58.343,Petrol,Dealer,Manual,First_Owner,21.79,0.998,67.05,5.0,Domestic,7,2.25
38.817,Diesel,Dealer,Manual,First_Owner,27.39,1.248,74.0,5.0,Domestic,2,7.4
56.494,Petrol,Dealer,Manual,First_Owner,18.2,1.199,88.7,5.0,International,4,5.5
79.328,Diesel,Dealer,Manual,Second_Owner,12.99,2.494,100.6,7.0,International,7,7.5
5.621,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,1,6.5
25.538,Petrol,Dealer,Manual,First_Owner,16.78,1.496,88.73,5.0,International,3,6.25
69.779,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,2,6.0
56.29,Diesel,Dealer,Manual,First_Owner,24.0,1.186,73.97,5.0,International,3,4.5
7.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,54.0
8.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,55.0
7.032,Petrol,Dealer,Automatic,First_Owner,19.0,1.199,88.76,5.0,International,1,7.79
11.0,Petrol,Dealer,Automatic,First_Owner,14.3,1.598,103.5,5.0,International,4,6.45
2.0,Diesel,Dealer,Automatic,First_Owner,16.8,1.984,150.0,5.0,International,2,24.75
100.0,Diesel,Individual,Manual,First_Owner,23.0,1.248,88.7,5.0,Domestic,5,4.0
40.0,Diesel,Individual,Manual,First_Owner,21.9,1.396,88.8,5.0,International,7,3.45
15.0,Diesel,Individual,Manual,Second_Owner,16.55,2.498,105.0,6.0,Domestic,2,8.5
15.0,Petrol,Individual,Automatic,First_Owner,20.89,1.197,81.8,5.0,Domestic,2,6.2
10.0,Petrol,Individual,Manual,Second_Owner,21.4,1.197,83.1,5.0,Domestic,2,7.0
90.0,Diesel,Individual,Manual,First_Owner,22.3,1.248,74.0,5.0,Domestic,8,2.0
80.0,Diesel,Individual,Manual,First_Owner,16.5,1.493,70.0,7.0,Domestic,3,6.6
39.0,Diesel,Individual,Manual,First_Owner,13.5,2.477,175.56,7.0,International,5,17.0
60.0,Diesel,Individual,Manual,Second_Owner,17.88,1.396,52.8,5.0,Domestic,11,0.9
28.0,Diesel,Individual,Manual,Second_Owner,15.1,2.179,140.0,7.0,Domestic,5,10.5
90.0,Petrol,Individual,Manual,Second_Owner,15.6,1.196,70.0,5.0,International,10,1.6
80.0,Petrol,Individual,Manual,>Two_Owners,13.5,1.799,130.0,5.0,International,14,1.5
35.0,Petrol,Individual,Manual,First_Owner,19.0,0.998,67.1,5.0,Domestic,10,2.0
185.0,Diesel,Individual,Manual,Second_Owner,21.43,1.364,87.2,5.0,International,9,3.65
110.0,Petrol,Individual,Manual,Second_Owner,15.7,1.172,67.0,5.0,International,11,1.4
100.0,Diesel,Individual,Manual,First_Owner,20.5,1.248,91.72,5.0,International,4,3.6
110.0,Petrol,Individual,Manual,Second_Owner,17.7,1.497,78.0,5.0,International,12,2.0
100.0,Diesel,Individual,Manual,Second_Owner,17.5,1.896,106.0,5.0,International,10,2.5
110.0,Diesel,Individual,Manual,Second_Owner,17.5,1.896,106.0,5.0,International,12,2.29999
130.0,Diesel,Individual,Manual,Second_Owner,17.8,1.399,68.0,5.0,International,9,3.2
27.0,Petrol,Individual,Manual,First_Owner,15.8,1.591,121.3,5.0,International,2,12.0
9.0,Petrol,Individual,Automatic,First_Owner,21.4,1.197,83.1,5.0,Domestic,2,7.4
40.0,Diesel,Individual,Manual,First_Owner,21.9,1.396,88.8,5.0,International,7,3.45
19.0,Petrol,Individual,Automatic,Second_Owner,20.89,1.197,81.8,5.0,Domestic,1,5.7
10.0,Petrol,Individual,Manual,First_Owner,20.52,1.197,81.8,5.0,Domestic,1,4.9
100.0,Diesel,Individual,Manual,First_Owner,23.57,1.396,70.0,5.0,Domestic,7,2.5
20.0,Petrol,Individual,Automatic,First_Owner,20.51,0.998,67.0,5.0,Domestic,3,4.3
35.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,6,2.25
15.0,Diesel,Individual,Manual,Second_Owner,16.55,2.498,105.0,6.0,Domestic,2,8.5
15.0,Petrol,Individual,Automatic,First_Owner,20.89,1.197,81.8,5.0,Domestic,2,6.2
70.0,Diesel,Individual,Manual,Second_Owner,22.54,1.396,88.73,5.0,International,6,4.4
70.0,Diesel,Individual,Manual,First_Owner,24.3,1.248,88.5,5.0,Domestic,4,8.0
10.0,Petrol,Individual,Manual,Second_Owner,21.4,1.197,83.1,5.0,Domestic,2,7.0
47.0,Diesel,Individual,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,4,6.0
90.0,Diesel,Individual,Manual,First_Owner,22.3,1.248,74.0,5.0,Domestic,8,2.0
80.0,Diesel,Individual,Manual,First_Owner,16.5,1.493,70.0,7.0,Domestic,3,6.6
39.0,Diesel,Individual,Manual,First_Owner,13.5,2.477,175.56,7.0,International,5,17.0
53.0,Diesel,Individual,Manual,First_Owner,24.0,1.12,70.0,5.0,International,5,4.5
105.0,Diesel,Individual,Manual,Second_Owner,23.4,1.248,74.0,5.0,Domestic,7,4.2
121.941,Diesel,Dealer,Manual,First_Owner,12.8,2.494,102.0,8.0,International,9,5.0
15.0,Petrol,Individual,Manual,First_Owner,23.84,1.199,84.0,5.0,Domestic,4,3.5
100.0,Diesel,Individual,Manual,First_Owner,14.0,2.489,95.0,8.0,Domestic,6,2.8
152.186,Diesel,Dealer,Manual,Second_Owner,20.45,1.461,83.8,5.0,International,7,4.25
82.246,Petrol,Dealer,Manual,First_Owner,20.36,1.197,78.9,5.0,International,7,2.95
20.0,Petrol,Individual,Manual,First_Owner,20.4,1.197,81.8,5.0,Domestic,4,5.4
40.0,Diesel,Individual,Manual,First_Owner,28.4,1.248,74.02,5.0,Domestic,3,7.54
89.58,Diesel,Dealer,Manual,Second_Owner,12.8,2.494,102.0,8.0,International,9,6.5
250.0,Diesel,Individual,Manual,Second_Owner,12.8,2.494,102.0,7.0,International,9,5.5
250.0,Diesel,Individual,Manual,Second_Owner,12.8,2.494,102.0,7.0,International,9,5.5
2.789,Petrol,Dealer,Manual,First_Owner,18.16,1.196,86.8,5.0,International,1,6.75
35.278,Diesel,Dealer,Manual,First_Owner,23.8,1.499,98.97,5.0,International,2,7.0
2.86,Diesel,Dealer,Manual,First_Owner,23.8,1.499,98.97,5.0,International,2,7.95
200.0,Diesel,Individual,Manual,First_Owner,12.8,2.494,102.0,7.0,International,10,5.15
20.0,Petrol,Individual,Manual,First_Owner,18.15,1.198,82.0,6.0,Domestic,2,4.5
60.0,Petrol,Individual,Manual,>Two_Owners,15.0,1.086,66.6,5.0,International,12,1.55
100.0,Diesel,Individual,Manual,Second_Owner,23.59,1.364,67.1,5.0,International,9,3.5
78.562,Diesel,Dealer,Manual,First_Owner,20.0,1.399,68.0,5.0,International,9,2.5
96.0,Diesel,Individual,Manual,>Two_Owners,22.32,1.582,126.32,5.0,International,9,4.5
96.0,Diesel,Individual,Manual,>Two_Owners,22.32,1.582,126.32,5.0,International,9,4.5
36.088,Petrol,Individual,Manual,First_Owner,16.1,0.796,37.0,4.0,Domestic,17,0.55599
50.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,6,4.2
40.0,Diesel,Individual,Manual,First_Owner,25.1,1.248,88.5,5.0,Domestic,2,7.5
10.0,Petrol,Individual,Manual,First_Owner,19.02,1.198,67.05,5.0,International,0,4.5
60.0,Diesel,Individual,Manual,Second_Owner,17.8,1.248,75.0,5.0,Domestic,12,1.75
10.0,Petrol,Individual,Manual,First_Owner,17.19,1.197,81.86,5.0,International,1,6.5
10.0,Diesel,Individual,Manual,First_Owner,25.47,1.248,88.5,7.0,Domestic,2,10.5
35.0,Diesel,Individual,Manual,Second_Owner,22.32,1.582,126.32,5.0,International,9,3.75
80.0,Diesel,Individual,Manual,First_Owner,14.74,2.199,194.3,7.0,International,6,11.0
28.0,Diesel,Individual,Manual,First_Owner,15.1,2.179,152.87,7.0,Domestic,1,15.5
35.0,Diesel,Individual,Manual,First_Owner,24.29,1.498,99.0,5.0,International,3,6.2
32.0,Diesel,Individual,Manual,First_Owner,16.3,1.956,170.0,5.0,International,3,15.11
40.0,Petrol,Individual,Manual,First_Owner,18.9,0.998,67.1,5.0,Domestic,17,1.35
35.0,Diesel,Individual,Manual,Second_Owner,22.32,1.582,126.32,5.0,International,9,3.75
10.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,1,3.2
25.0,Diesel,Individual,Automatic,Second_Owner,15.1,2.179,152.87,7.0,Domestic,1,16.5
50.0,Petrol,Individual,Manual,First_Owner,23.95,0.998,67.05,5.0,Domestic,4,3.2
129.0,Diesel,Individual,Manual,First_Owner,19.3,1.248,73.9,5.0,Domestic,8,4.0
100.0,Diesel,Individual,Automatic,Second_Owner,16.0,2.179,140.0,7.0,Domestic,5,9.0
30.0,Petrol,Individual,Manual,First_Owner,24.7,0.796,47.3,5.0,Domestic,2,3.1
28.0,Petrol,Individual,Manual,Second_Owner,17.0,1.198,108.5,5.0,Domestic,2,5.95
60.0,Diesel,Individual,Manual,First_Owner,23.65,1.248,88.5,5.0,Domestic,3,8.0
70.0,Petrol,Individual,Manual,First_Owner,13.87,1.598,86.0,5.0,Domestic,7,3.5
110.0,Diesel,Individual,Manual,First_Owner,19.1,1.405,70.0,5.0,Domestic,7,2.75
10.0,Petrol,Individual,Manual,First_Owner,15.37,1.196,73.0,5.0,Domestic,1,4.2
110.0,Diesel,Individual,Manual,Second_Owner,18.1,1.493,110.0,5.0,International,12,2.5
100.0,Diesel,Individual,Manual,Second_Owner,17.8,1.248,75.0,5.0,Domestic,13,2.5
120.0,Diesel,Individual,Manual,Second_Owner,12.05,2.179,120.0,8.0,Domestic,12,2.9
60.0,Petrol,Individual,Automatic,First_Owner,16.9,1.197,82.0,5.0,International,4,5.25
110.0,Diesel,Individual,Manual,>Two_Owners,10.5,2.609,120.0,7.0,Domestic,12,2.5
10.0,Petrol,Individual,Manual,First_Owner,23.1,0.998,67.04,5.0,Domestic,3,4.3
35.0,Petrol,Individual,Manual,First_Owner,21.4,1.197,83.1,5.0,Domestic,3,6.3
23.0,Petrol,Individual,Manual,First_Owner,20.3,1.199,84.0,5.0,Domestic,2,5.5
15.0,Diesel,Individual,Manual,Second_Owner,28.4,1.248,74.0,5.0,Domestic,1,6.3
20.0,Diesel,Individual,Manual,First_Owner,18.49,2.179,120.0,9.0,Domestic,2,8.5
90.0,Diesel,Individual,Manual,First_Owner,13.6,2.523,63.0,7.0,Domestic,9,4.55
90.0,Diesel,Individual,Manual,First_Owner,13.6,2.523,63.0,7.0,Domestic,9,4.45
80.0,Diesel,Individual,Manual,First_Owner,21.9,1.396,88.76,5.0,International,7,3.7
50.0,Petrol,Individual,Manual,First_Owner,18.9,1.197,82.0,5.0,International,4,5.0
185.0,Diesel,Individual,Manual,Second_Owner,19.4,1.405,70.0,5.0,Domestic,8,1.4
40.0,Petrol,Individual,Manual,First_Owner,21.21,1.197,81.8,5.0,Domestic,1,5.5
30.0,Petrol,Individual,Manual,First_Owner,23.01,0.999,67.0,5.0,International,3,3.0
120.0,Diesel,Individual,Manual,First_Owner,23.03,1.396,69.0,5.0,Domestic,9,1.5
500.0,Petrol,Individual,Manual,Second_Owner,18.9,0.998,67.1,5.0,Domestic,9,2.29999
46.0,Diesel,Individual,Manual,First_Owner,15.4,2.179,120.0,7.0,Domestic,3,8.8
120.0,Diesel,Individual,Manual,First_Owner,11.5,2.982,171.0,7.0,International,9,9.0
80.0,Diesel,Individual,Manual,First_Owner,15.4,2.523,75.0,9.0,Domestic,5,7.2
90.0,Diesel,Individual,Manual,Second_Owner,22.54,1.396,88.73,5.0,International,4,5.5
90.0,Diesel,Individual,Manual,First_Owner,15.4,2.523,75.0,9.0,Domestic,5,7.2
70.0,Diesel,Individual,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,4,5.35
91.0,Diesel,Individual,Manual,>Two_Owners,24.4,1.12,71.0,5.0,International,5,3.2
90.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,5,5.0
110.0,Diesel,Individual,Manual,Second_Owner,20.77,1.248,88.76,7.0,Domestic,6,5.25
90.0,Petrol,Individual,Manual,First_Owner,23.01,0.999,67.0,5.0,International,1,2.2
50.0,Petrol,Individual,Manual,First_Owner,23.84,1.199,84.0,5.0,Domestic,2,3.5
60.0,Diesel,Individual,Manual,First_Owner,18.49,1.493,100.0,7.0,Domestic,4,5.3
35.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,7,2.15
100.0,Diesel,Individual,Manual,First_Owner,20.54,1.598,103.6,5.0,International,8,3.35
90.0,Diesel,Individual,Manual,Second_Owner,24.4,1.12,71.0,5.0,International,5,3.2
120.0,Diesel,Individual,Manual,Second_Owner,20.0,1.399,68.0,5.0,International,9,1.35
95.0,Petrol,Individual,Manual,Second_Owner,19.0,0.998,66.1,5.0,Domestic,11,1.75
35.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,62.1,7.0,Domestic,3,8.0
38.0,Petrol,Individual,Manual,Second_Owner,15.3,1.193,65.3,5.0,Domestic,13,0.78
56.0,Petrol,Individual,Manual,Second_Owner,17.4,1.497,117.3,5.0,International,6,5.65
50.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,3,5.75
70.0,Petrol,Individual,Manual,Second_Owner,21.1,0.814,55.2,5.0,International,6,1.7
30.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,6,2.50999
188.0,Diesel,Individual,Manual,First_Owner,16.0,2.179,140.0,7.0,Domestic,5,9.5
60.0,Petrol,Individual,Manual,First_Owner,17.8,1.497,117.3,5.0,International,6,6.5
133.0,Diesel,Individual,Manual,First_Owner,14.0,2.179,138.1,7.0,Domestic,7,5.5
160.0,Diesel,Individual,Manual,First_Owner,12.8,2.494,102.0,7.0,International,10,6.5
150.0,Diesel,Individual,Manual,Second_Owner,15.1,2.179,140.0,7.0,Domestic,7,8.0
30.0,Petrol,Individual,Manual,First_Owner,22.05,0.796,47.3,5.0,Domestic,0,2.50999
60.0,Petrol,Individual,Manual,Second_Owner,22.74,0.796,47.3,5.0,Domestic,7,1.7
30.0,Diesel,Individual,Manual,First_Owner,19.09,1.396,69.0,5.0,Domestic,7,2.5
80.0,Petrol,Individual,Manual,First_Owner,13.7,1.399,98.82,7.0,International,6,3.12
20.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,6,2.5
80.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,7,2.0
73.0,Diesel,Individual,Manual,First_Owner,15.4,2.523,75.0,7.0,Domestic,4,6.7
50.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,3,2.7
200.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,62.1,7.0,Domestic,8,3.6
46.0,Diesel,Individual,Manual,First_Owner,28.4,1.248,74.0,5.0,Domestic,2,6.3
36.088,Petrol,Individual,Manual,First_Owner,16.1,0.796,37.0,4.0,Domestic,17,0.55599
50.0,Diesel,Individual,Manual,First_Owner,23.5,0.909,45.0,8.0,Domestic,2,4.0
50.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,6,4.2
25.0,Petrol,Individual,Manual,First_Owner,20.73,1.373,91.1,5.0,Domestic,2,7.64
30.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,62.1,7.0,Domestic,1,7.1
30.0,Diesel,Individual,Manual,First_Owner,17.6,2.179,153.86,7.0,Domestic,2,15.75
13.0,Diesel,Individual,Manual,First_Owner,17.0,2.2,139.01,7.0,International,2,10.5
15.0,Petrol,Individual,Manual,First_Owner,19.01,1.462,103.2,6.0,Domestic,1,10.0
44.0,Diesel,Dealer,Manual,First_Owner,23.65,1.248,88.5,5.0,Domestic,3,6.5
63.0,Diesel,Individual,Manual,First_Owner,22.77,1.498,98.59,5.0,International,5,6.0
110.0,Diesel,Individual,Manual,First_Owner,18.49,1.493,100.0,7.0,Domestic,4,5.09999
14.0,Petrol,Individual,Manual,First_Owner,19.1,1.197,82.0,5.0,International,3,6.1
35.0,Petrol,Individual,Manual,First_Owner,24.7,0.796,47.3,5.0,Domestic,3,3.1
35.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,62.1,7.0,Domestic,4,7.2
110.0,Diesel,Individual,Manual,Second_Owner,19.09,1.396,69.0,5.0,Domestic,8,1.58
85.7,Diesel,Individual,Manual,Second_Owner,17.0,1.405,70.0,5.0,Domestic,9,1.75
120.0,Diesel,Individual,Manual,First_Owner,21.1,1.248,73.9,5.0,Domestic,10,2.17
50.0,Diesel,Individual,Manual,First_Owner,25.8,1.498,98.6,5.0,International,7,4.84999
35.0,Diesel,Individual,Manual,First_Owner,24.4,1.12,71.0,5.0,International,4,5.5
70.0,Petrol,Individual,Manual,Second_Owner,18.6,1.197,85.8,5.0,Domestic,8,2.8
90.0,Petrol,Individual,Manual,First_Owner,14.09,1.596,99.6,5.0,International,7,3.5
42.0,Diesel,Individual,Manual,Second_Owner,16.0,2.179,140.0,7.0,Domestic,3,11.5
30.0,Petrol,Individual,Manual,Second_Owner,18.9,1.197,82.0,5.0,International,4,4.2
80.0,Petrol,Individual,Manual,First_Owner,20.73,1.373,91.1,5.0,Domestic,3,8.1
90.0,Petrol,Individual,Manual,>Two_Owners,17.0,1.197,80.0,5.0,International,9,2.9
60.0,Petrol,Individual,Manual,First_Owner,18.6,1.199,79.4,5.0,International,8,1.8
162.0,Petrol,Individual,Manual,First_Owner,15.37,1.196,73.0,5.0,Domestic,10,1.6
70.0,Petrol,Individual,Manual,>Two_Owners,23.9,0.624,37.48,4.0,Domestic,3,0.66
20.0,Petrol,Individual,Manual,Second_Owner,20.51,0.998,67.04,5.0,Domestic,5,3.69
80.0,Diesel,Individual,Manual,Second_Owner,13.93,2.179,138.1,7.0,Domestic,8,3.0
90.0,Diesel,Individual,Manual,First_Owner,13.6,2.523,63.0,7.0,Domestic,12,3.5
120.0,Petrol,Individual,Automatic,Second_Owner,19.2,1.197,80.0,5.0,International,12,2.2
220.0,Diesel,Individual,Manual,First_Owner,14.8,2.499,80.0,10.0,International,15,1.6
100.0,Diesel,Individual,Manual,Second_Owner,17.8,1.248,75.0,5.0,Domestic,11,2.21
35.0,Petrol,Individual,Manual,First_Owner,17.57,1.193,88.7,5.0,Domestic,3,4.0
120.0,Petrol,Individual,Manual,Second_Owner,13.4,2.362,164.7,5.0,International,16,2.5
120.0,Diesel,Individual,Manual,>Two_Owners,13.6,2.523,63.0,7.0,Domestic,9,3.9
110.0,Petrol,Individual,Manual,First_Owner,15.37,1.196,73.0,5.0,Domestic,8,1.9
60.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,3,3.0
27.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,3,7.5
50.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,4,6.5
